"","Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"5264",5358,"Dynasty Warriors 5 Empires","PS2","2006","Action","Tecmo Koei",0.11,0.09,0.12,0.03,0.34
"5265",5359,"SoulCalibur","DC","1999","Fighting","Namco Bandai Games",0,0,0.34,0,0.34
"5266",5360,"WipEout 3","PS","1999","Racing","Psygnosis",0.19,0.13,0,0.02,0.34
"5267",5361,"Etrian Odyssey","DS","2007","Role-Playing","Nintendo",0.2,0.03,0.09,0.02,0.34
"5268",5362,"Conan","PS3","2007","Action","THQ",0.13,0.15,0,0.06,0.34
"5269",5363,"Classic NES Series: Ice Climber","GBA","2004","Platform","Nintendo",0.1,0.04,0.2,0.01,0.34
"5270",5364,"Skylanders: Trap Team","XOne","2014","Action","Activision",0.25,0.07,0,0.03,0.34
"5271",5365,"Avatar: The Last Airbender - The Burning Earth","DS","2007","Action","THQ",0.31,0,0,0.03,0.34
"5272",5366,"F.E.A.R.","X360","2006","Shooter","Vivendi Games",0.28,0.03,0,0.03,0.34
"5273",5367,"Tenchu Z","X360","2006","Action","Microsoft Game Studios",0.27,0.02,0.02,0.03,0.34
"5274",5368,"Freeway","2600","1980","Action","Activision",0.32,0.02,0,0,0.34
"5275",5369,"Driver 2 Advance","GBA","2002","Action","Atari",0.25,0.09,0,0.01,0.34
"5276",5370,"Monster Rancher 4","PS2","2003","Simulation","Tecmo Koei",0.08,0.06,0.19,0.02,0.34
"5277",5371,"Iron Man 2","DS","2010","Action","Sega",0.15,0.16,0,0.03,0.34
"5278",5372,"Chicken Riot","Wii","2010","Action","City Interactive",0.15,0.16,0,0.03,0.34
"5279",5373,"Tim Burton's The Nightmare Before Christmas: Oogie's Revenge","PS2","2004","Adventure","Disney Interactive Studios",0.17,0.13,0,0.04,0.34
"5280",5374,"Iron Storm","SAT","1995","Shooter","Sega",0,0,0.34,0,0.34
"5281",5375,"Harry Potter and the Deathly Hallows - Part 2","X360","2011","Action","Electronic Arts",0.19,0.12,0,0.03,0.34
"5282",5376,"MotorStorm: Arctic Edge","PS2","2009","Racing","Sony Computer Entertainment",0.07,0.03,0,0.25,0.34
"5283",5377,"The Fairly Odd Parents: Shadow Showdown","GBA","2004","Platform","THQ",0.25,0.09,0,0.01,0.34
"5284",5378,"Radiant Historia","DS","2010","Role-Playing","Atlus",0.24,0,0.09,0.02,0.34
"5285",5379,"Marvel Super Heroes","PS","1997","Fighting","Virgin Interactive",0.19,0.13,0,0.02,0.34
"5286",5380,"Super Bust-A-Move","PS2","2000","Puzzle","Acclaim Entertainment",0.17,0.13,0,0.04,0.34
"5287",5381,"Hitman: Contracts","XB","2004","Shooter","Eidos Interactive",0.26,0.07,0,0.01,0.34
"5288",5382,"Thunderstrike: Operation Phoenix","PS2","2001","Simulation","Eidos Interactive",0.17,0.13,0,0.04,0.34
"5289",5383,"Alien's Return","2600","1982","Action","ITT Family Games",0.32,0.02,0,0,0.34
"5290",5384,"Frostbite","2600","1983","Action","Activision",0.32,0.02,0,0,0.34
"5291",5385,"LEGO Marvel's Avengers","X360","2016","Action","Warner Bros. Interactive Entertainment",0.17,0.15,0,0.03,0.34
"5292",5386,"Kameo: Elements of Power","X360","2005","Action","Microsoft Game Studios",0.28,0.03,0,0.03,0.34
"5293",5387,"Power Rangers Samurai","Wii","2011","Action","Namco Bandai Games",0.29,0.03,0,0.02,0.34
"5294",5388,"WWE Day of Reckoning 2","GC","2005","Fighting","THQ",0.26,0.07,0,0.01,0.34
"5295",5389,"Dynasty Warriors 6 Empires","PS3","2009","Action","Tecmo Koei",0.14,0.03,0.15,0.02,0.34
"5296",5390,"The Urbz: Sims in the City","XB","2004","Simulation","Electronic Arts",0.22,0.11,0,0.01,0.34
"5297",5391,"Fantastic Voyage","2600","1981","Action","20th Century Fox Video Games",0.32,0.02,0,0,0.34
"5298",5392,"The Adventures of Tintin: The Game","Wii","2011","Action","Ubisoft",0.13,0.17,0,0.04,0.34
"5299",5393,"Bee Movie Game","Wii","2007","Action","Activision",0.31,0.01,0,0.03,0.34
"5300",5394,"Silent Hill HD Collection","PS3","2012","Action","Konami Digital Entertainment",0.15,0.11,0.03,0.05,0.34
"5301",5395,"Night Warriors: Darkstalkers' Revenge","SAT","1995","Fighting","Virgin Interactive",0,0,0.34,0,0.34
"5302",5396,"Off Road Challenge","N64","1998","Racing","GT Interactive",0.27,0.06,0,0,0.34
"5303",5397,"Bank Heist","2600","1982","Action","20th Century Fox Video Games",0.32,0.02,0,0,0.34
"5304",5398,"Harry Potter and the Half-Blood Prince","PS3","2009","Action","Electronic Arts",0.15,0.13,0,0.06,0.34
"5305",5399,"Tom Clancy's Ghost Recon: Shadow Wars","3DS","2011","Strategy","Ubisoft",0.22,0.09,0,0.03,0.34
"5306",5400,"Backstreet Billiards","PS","1998","Misc","ASCII Entertainment",0.19,0.13,0,0.02,0.34
"5307",5401,"MX vs. ATV Untamed","Wii","2008","Racing","THQ",0.29,0.03,0,0.03,0.34
"5308",5402,"Carnival","2600","1981","Shooter","Coleco",0.32,0.02,0,0,0.34
"5309",5403,"Football Manager Handheld 2008","PSP","2007","Sports","Sega",0,0.34,0,0,0.34
"5310",5404,"Leisure Suit Larry: Magna Cum Laude","PS2","2004","Adventure","Vivendi Games",0.17,0.13,0,0.04,0.34
"5311",5405,"Harry Potter and the Deathly Hallows - Part 2","PS3","2011","Action","Electronic Arts",0.14,0.15,0,0.05,0.34
"5312",5406,"MVP 06 NCAA Baseball","XB","2006","Sports","Electronic Arts",0.25,0.07,0,0.01,0.34
"5313",5407,"Momotarou Dentetsu DS: Tokyo & Japan","DS","2007","Misc","Hudson Soft",0,0,0.34,0,0.34
"5314",5408,"Point Blank","PS","1997","Shooter","Sony Computer Entertainment",0.05,0.03,0.23,0.02,0.34
"5315",5409,"Bookworm","DS","2009","Puzzle","PopCap Games",0.31,0.01,0,0.02,0.34
"5316",5410,"Smart Girl's Party Game","DS","2008","Misc","505 Games",0.31,0,0,0.02,0.34
"5317",5411,"Rayman Legends","XOne","2014","Platform","Ubisoft",0.13,0.18,0,0.03,0.34
"5318",5412,"Puzzle Quest: Challenge of the Warlords","DS","2007","Puzzle","D3Publisher",0.28,0.01,0.03,0.02,0.34
"5319",5413,"Star Ocean: Second Evolution","PSP","2008","Role-Playing","Square Enix",0.14,0.02,0.16,0.02,0.34
"5320",5414,"My Baby Boy","DS","2008","Simulation","Nobilis",0.3,0.02,0,0.03,0.34
"5321",5415,"Tiny Tank","PS","1998","Action","Sony Computer Entertainment",0.19,0.13,0,0.02,0.34
"5322",5416,"Jonah Lomu Rugby Challenge","X360","2011","Sports","Home Entertainment Suppliers",0.09,0.21,0,0.04,0.34
"5323",5417,"Spy Hunter","XB","2002","Racing","Midway Games",0.25,0.07,0,0.01,0.34
"5324",5418,"Angry Birds Star Wars","3DS","2013","Strategy","Activision",0.15,0.15,0,0.03,0.34
"5325",5419,"Imagine: Movie Star","DS","2008","Simulation","Ubisoft",0.31,0,0,0.02,0.34
"5326",5420,"NHL 09","PS3","2008","Sports","Electronic Arts",0.29,0.02,0,0.03,0.34
"5327",5421,"Zoo Tycoon (2013)","XOne","2013","Simulation","Microsoft Game Studios",0.18,0.13,0,0.03,0.34
"5328",5422,"Herbie: Fully Loaded","GBA","2005","Racing","Disney Interactive Studios",0.24,0.09,0,0.01,0.34
"5329",5423,"The Sims 3: Town Life Stuff","PC","2011","Simulation","Electronic Arts",0.11,0.17,0,0.05,0.34
"5330",5424,"Teenage Mutant Ninja Turtles","GC","2003","Action","Konami Digital Entertainment",0.26,0.07,0,0.01,0.34
"5331",5425,"Pony Friends 2","DS","2009","Simulation","Eidos Interactive",0.21,0.1,0,0.03,0.34
"5332",5426,"Disney Sing It: Pop Hits","PS2","2009","Misc","Disney Interactive Studios",0.1,0.02,0,0.22,0.34
"5333",5427,"Buzz! The Ultimate Music Quiz","PS3","2010","Misc","Sony Computer Entertainment",0,0.25,0,0.08,0.34
"5334",5428,"Persona 5","PS4","2016","Role-Playing","Atlus",0,0,0.34,0,0.34
"5335",5429,"The Eye of Judgment","PS3","2007","Misc","Sony Computer Entertainment",0.28,0,0.02,0.03,0.34
"5336",5430,"Pirates of the Caribbean: At World's End","X360","2007","Action","Disney Interactive Studios",0.29,0.02,0,0.03,0.34
"5337",5431,"Modnation Racers: Road Trip","PSV","2012","Racing","Sony Computer Entertainment",0.17,0.12,0,0.05,0.34
"5338",5432,"Dynasty Warriors: Gundam 2","PS2","2008","Action","Namco Bandai Games",0.04,0.03,0.25,0.01,0.34
"5339",5433,"Power Rangers Samurai","DS","2011","Action","Namco Bandai Games",0.27,0.04,0,0.02,0.34
"5340",5434,"Fade to Black","PS","1996","Action","Electronic Arts",0.19,0.13,0,0.02,0.34
"5341",5435,"MXRider","PS2","2001","Racing","Atari",0.16,0.13,0,0.04,0.34
"5342",5436,"Avatar: The Last Airbender","DS","2006","Adventure","THQ",0.3,0.01,0,0.03,0.34
"5343",5437,"Battlefield: Hardline","X360","2015","Shooter","Electronic Arts",0.17,0.14,0,0.03,0.34
"5344",5438,"Delta Force: Black Hawk Down","XB","2005","Shooter","NovaLogic",0.25,0.07,0,0.01,0.34
"5345",5439,"Night at the Museum: Battle of the Smithsonian","DS","2009","Action","Majesco Entertainment",0.12,0.18,0,0.04,0.34
"5346",5440,"World Championship Poker 2: Featuring Howard Lederer","PS2","2005","Misc","Oxygen Interactive",0.16,0.13,0,0.04,0.34
"5347",5441,"Sengoku Musou 3 Z","PS3","2011","Action","Ackkstudios",0,0,0.33,0,0.33
"5348",5442,"Operation Flashpoint: Red River","PS3","2011","Shooter","Codemasters",0.06,0.15,0.07,0.05,0.33
"5349",5443,"Ninja Blade","X360","2009","Action","Microsoft Game Studios",0.14,0.14,0.02,0.03,0.33
"5350",5444,"Tom Clancy's Ghost Recon Advanced Warfighter","XB","2006","Shooter","Ubisoft",0.21,0.11,0,0.01,0.33
"5351",5445,"Transformers: Revenge of the Fallen (DS Versions)","DS","2009","Action","Activision",0.17,0.13,0,0.03,0.33
"5352",5446,"Fracture","X360","2008","Shooter","LucasArts",0.15,0.14,0,0.04,0.33
"5353",5447,"Tokyo Highway Battle","PS","1996","Racing","Jaleco",0.06,0.04,0.21,0.02,0.33
"5354",5448,"Pandora's Tower","Wii","2011","Role-Playing","Nintendo",0.13,0.1,0.08,0.03,0.33
"5355",5449,"Binary Domain","PS3","2012","Action","Sega",0.09,0.08,0.14,0.03,0.33
"5356",5450,"The King of Fighters XIII","X360","2011","Fighting","Rising Star Games",0.23,0.07,0.01,0.03,0.33
"5357",5451,"Beyond Good & Evil","PS2","2003","Adventure","Ubisoft",0.16,0.13,0,0.04,0.33
"5358",5452,"Banjo-Kazooie: Grunty's Revenge","GBA","2003","Platform","THQ",0.24,0.09,0,0.01,0.33
"5359",5453,"Bomberman World","PS","1998","Puzzle","Sony Computer Entertainment",0.06,0.04,0.22,0.02,0.33
"5360",5454,"The X-Factor","Wii","2010","Misc","Deep Silver",0,0.29,0,0.04,0.33
"5361",5455,"Digimon World: Dawn / Dusk","DS","2007","Role-Playing","Namco Bandai Games",0.14,0,0.18,0.01,0.33
"5362",5456,"Street Fighter Alpha 3 MAX","PSP","2006","Fighting","Capcom",0.27,0.01,0.02,0.03,0.33
"5363",5457,"Untold Legends: The Warriors Code","PSP","2006","Role-Playing","Ubisoft",0.14,0.12,0,0.08,0.33
"5364",5458,"Virtua Tennis 2009","X360","2009","Sports","Sega",0.12,0.18,0,0.03,0.33
"5365",5459,"Deathtrap Dungeon","PS","1998","Action","Eidos Interactive",0.19,0.13,0,0.02,0.33
"5366",5460,"Tales of the World: Radiant Mythology 2","PSP","2009","Role-Playing","Namco Bandai Games",0,0,0.33,0,0.33
"5367",5461,"Wipeout 2","Wii","2011","Misc","Activision",0.31,0,0,0.02,0.33
"5368",5462,"Iron Man 2","Wii","2010","Action","Sega",0.15,0.15,0,0.03,0.33
"5369",5463,"Ape Escape Academy","PSP","2004","Misc","Sony Computer Entertainment",0.13,0.15,0,0.05,0.33
"5370",5464,"The Darkness II","PS3","2012","Shooter","Take-Two Interactive",0.14,0.14,0,0.05,0.33
"5371",5465,"SingStar Take That","PS3","2009","Misc","Sony Computer Entertainment",0,0.3,0,0.03,0.33
"5372",5466,"Marvel: Ultimate Alliance 2","Wii","2009","Role-Playing","Activision",0.26,0.05,0,0.03,0.33
"5373",5467,"Ultimate Marvel vs. Capcom 3","PSV","2011","Fighting","Capcom",0.2,0.09,0,0.05,0.33
"5374",5468,"WWE Wrestlemania XIX","GC","2003","Fighting","THQ",0.26,0.07,0,0.01,0.33
"5375",5469,"Planet Puzzle League","DS","2007","Puzzle","Nintendo",0.14,0.01,0.16,0.01,0.33
"5376",5470,"The Sims 2","GC","2005","Simulation","Electronic Arts",0.26,0.07,0,0.01,0.33
"5377",5471,"Hulk","XB","2003","Action","Universal Interactive",0.25,0.07,0,0.01,0.33
"5378",5472,"Naruto: Rise of a Ninja","X360","2007","Action","Ubisoft",0.29,0.02,0,0.03,0.33
"5379",5473,"Chicken Blaster","Wii","2009","Shooter","Zushi Games",0.31,0,0,0.02,0.33
"5380",5474,"Family Party: 90 Great Games Party Pack","Wii","2010","Misc","D3Publisher",0.31,0,0,0.02,0.33
"5381",5475,"Klonoa 2: Lunatea's Veil","PS2","2001","Platform","Sony Computer Entertainment",0.12,0.1,0.08,0.03,0.33
"5382",5476,"Deus Ex: Invisible War","XB","2003","Shooter","Eidos Interactive",0.25,0.07,0,0.01,0.33
"5383",5477,"Resonance of Fate","X360","2010","Role-Playing","Sega",0.12,0.13,0.06,0.03,0.33
"5384",5478,"Hell's Kitchen: The Game","Wii","2008","Simulation","Ubisoft",0.3,0,0,0.03,0.33
"5385",5479,"Disney's Treasure Planet","PS2","2002","Action","Sony Computer Entertainment",0.16,0.13,0,0.04,0.33
"5386",5480,"NASCAR Thunder 2002","XB","2001","Racing","Electronic Arts",0.25,0.07,0,0.01,0.33
"5387",5481,"Jeanne d'Arc","PSP","2006","Role-Playing","Sony Computer Entertainment",0.21,0,0.1,0.02,0.33
"5388",5482,"NCAA Basketball 10","PS3","2009","Sports","Electronic Arts",0.31,0,0,0.03,0.33
"5389",5483,"BeatMania Append GottaMix","PS","1999","Simulation","Konami Digital Entertainment",0,0,0.31,0.02,0.33
"5390",5484,"Dead or Alive 5","PS4","2015","Fighting","Tecmo Koei",0.09,0.13,0.08,0.04,0.33
"5391",5485,"Tak 2: The Staff of Dreams","GC","2004","Platform","THQ",0.26,0.07,0,0.01,0.33
"5392",5486,"Rugby World Cup 2011","PS3","2011","Sports","505 Games",0,0.25,0,0.08,0.33
"5393",5487,"Medal of Honor: Warfighter","PC","2012","Action","Electronic Arts",0.14,0.15,0,0.04,0.33
"5394",5488,"Kelly Slater's Pro Surfer","PS2","2002","Sports","Activision",0.16,0.13,0,0.04,0.33
"5395",5489,"Shrek SuperSlam","GBA","2005","Action","Activision",0.24,0.09,0,0.01,0.33
"5396",5490,"Sonic Boom: Rise of Lyric","WiiU","2014","Action","Sega",0.21,0.09,0,0.03,0.33
"5397",5491,"Legends of Wrestling II","PS2","2002","Fighting","Acclaim Entertainment",0.16,0.13,0,0.04,0.33
"5398",5492,"World Stadium 3","PS","1999","Sports","Namco Bandai Games",0,0,0.31,0.02,0.33
"5399",5493,"Little Deviants","PSV","2011","Platform","Sony Computer Entertainment",0.15,0.13,0,0.05,0.33
"5400",5494,"Silent Hill: Downpour","X360","2012","Action","Konami Digital Entertainment",0.22,0.08,0,0.03,0.33
"5401",5495,"Extra Bases","GB","1990","Sports","Namco Bandai Games",0,0,0.33,0,0.33
"5402",5496,"Super Power League 2","SNES","1994","Sports","Hudson Soft",0,0,0.33,0,0.33
"5403",5497,"Night at the Museum: Battle of the Smithsonian","Wii","2009","Action","Majesco Entertainment",0.17,0.13,0,0.03,0.33
"5404",5498,"Capcom Classics Collection Reloaded","PSP","2006","Misc","Capcom",0.26,0,0.03,0.03,0.33
"5405",5499,"Madden NFL 09","DS","2008","Sports","Electronic Arts",0.3,0,0,0.03,0.33
"5406",5500,"MLB 09: The Show","PS2","2009","Sports","Sony Computer Entertainment",0.16,0.13,0,0.04,0.33
"5407",5501,"Deus Ex: Mankind Divided","PS4","2016","Role-Playing","Square Enix",0.1,0.18,0,0.05,0.33
"5408",5502,"Cool Boarders 2001","PS2","2001","Sports","Sony Computer Entertainment",0.16,0.13,0,0.04,0.33
"5409",5503,"Classic NES Series: Castlevania","GBA","2004","Platform","Nintendo",0.17,0.06,0.09,0.01,0.33
"5410",5504,"Dragon Ball Z: Battle of Z","PS3","2014","Fighting","Namco Bandai Games",0.1,0.11,0.06,0.05,0.33
"5411",5505,"Scooby-Doo! First Frights","PS2","2009","Action","Warner Bros. Interactive Entertainment",0.14,0.03,0,0.16,0.33
"5412",5506,"Fight Night Round 3","XB","2006","Fighting","Electronic Arts",0.26,0.06,0,0.01,0.33
"5413",5507,"GT Advance Championship Racing","GBA","2001","Racing","THQ",0.24,0.09,0,0.01,0.33
"5414",5508,"Way of the Samurai 2","PS2","2003","Action","Capcom",0.05,0.04,0.23,0.01,0.33
"5415",5509,"FIFA Street 3","PS3","2008","Sports","Electronic Arts",0.08,0.18,0,0.06,0.33
"5416",5511,"BattleTanx","N64","1998","Action","3DO",0.26,0.06,0,0,0.33
"5417",5512,"Hatsune Miku: Project Diva Extend","PSP","2011","Misc","Sega",0,0,0.33,0,0.33
"5418",5513,"Battlestations: Pacific","X360","2009","Strategy","Eidos Interactive",0.17,0.12,0.01,0.03,0.33
"5419",5514,"Pitfall 3D: Beyond the Jungle","PS","1998","Platform","Activision",0.18,0.12,0,0.02,0.33
"5420",5515,"Disgaea 2: Cursed Memories","PS2","2006","Role-Playing","Tecmo Koei",0.09,0.07,0.15,0.02,0.33
"5421",5516,"Cabela's Dangerous Hunts 2011","PS3","2010","Sports","Activision",0.26,0.04,0,0.03,0.33
"5422",5517,"DECA Sports Freedom","X360","2010","Sports","Hudson Soft",0.27,0.04,0,0.02,0.33
"5423",5518,"Clock Tower 3","PS2","2002","Adventure","Capcom",0.1,0.08,0.12,0.03,0.33
"5424",5519,"Battle Dodge Ball","SNES","1991","Sports","Banpresto",0,0,0.33,0,0.33
"5425",5520,"Goosebumps HorrorLand","DS","2008","Adventure","Scholastic Inc.",0.31,0,0,0.02,0.33
"5426",5521,"Phineas and Ferb: Across the 2nd Dimension","PS3","2011","Action","Disney Interactive Studios",0.15,0.12,0,0.05,0.33
"5427",5522,"Call Of Duty 2: Big Red One","GC","2005","Shooter","Activision",0.25,0.07,0,0.01,0.33
"5428",5523,"Elebits","Wii","2006","Action","Konami Digital Entertainment",0.22,0.01,0.08,0.02,0.33
"5429",5524,"Warhammer 40,000: Squad Command","PSP","2007","Strategy","THQ",0.11,0.14,0,0.08,0.33
"5430",5525,"F1 2013","X360","2013","Racing","Codemasters",0.01,0.28,0,0.03,0.33
"5431",5526,"Disgaea: Hour of Darkness","PS2","2003","Role-Playing","Tecmo Koei",0.16,0.13,0,0.04,0.33
"5432",5527,"NeoGeo Battle Coliseum","PS2","2005","Fighting","Ignition Entertainment",0.16,0.13,0,0.04,0.33
"5433",5528,"SSX Blur","Wii","2007","Sports","Electronic Arts",0.29,0.01,0,0.03,0.33
"5434",5529,"DiRT 2","PSP","2009","Racing","Sony Computer Entertainment",0.09,0.16,0,0.09,0.33
"5435",5530,"Vin Diesel: Wheelman","PS3","2009","Racing","Ubisoft",0.12,0.15,0,0.06,0.33
"5436",5531,"SpongeBob SquarePants: Creature from the Krusty Krab","GC","2006","Platform","THQ",0.25,0.07,0,0.01,0.33
"5437",5532,"My Baby: First Steps","DS","2009","Simulation","SouthPeak Games",0.28,0.03,0,0.02,0.33
"5438",5533,"MLB 08: The Show","PSP","2008","Sports","Sony Computer Entertainment",0.3,0,0,0.02,0.33
"5439",5534,"The Black Eyed Peas Experience","X360","2011","Misc","Ubisoft",0.2,0.1,0,0.03,0.33
"5440",5535,"Parodius","PS","1994","Shooter","Konami Digital Entertainment",0,0,0.31,0.02,0.33
"5441",5536,"Spy Kids 3-D: Game Over","GBA","2003","Platform","Disney Interactive Studios",0.24,0.09,0,0.01,0.33
"5442",5537,"Sakura Wars 3: Paris wa Moeteiru ka","DC","2001","Adventure","Sega",0,0,0.33,0,0.33
"5443",5538,"1001 Touch Games","DS","2011","Action","Avanquest",0.12,0.17,0,0.04,0.33
"5444",5539,"NCAA GameBreaker 2001","PS","2000","Sports","Sony Computer Entertainment",0.18,0.12,0,0.02,0.33
"5445",5540,"Power Rangers: Ninja Storm","GBA","2003","Misc","THQ",0.24,0.09,0,0.01,0.33
"5446",5541,"Angry Birds Star Wars","PS3","2013","Strategy","Activision",0.1,0.17,0,0.06,0.33
"5447",5542,"Naruto: Gekito Ninja Taisen! 4","GC","2005","Fighting","Tomy Corporation",0,0,0.32,0.01,0.33
"5448",5543,"Kidou Senshi Gundam F91: Formula Senki 0122","SNES","1991","Strategy","Namco Bandai Games",0,0,0.33,0,0.33
"5449",5544,"Despicable Me: The Game","Wii","2010","Platform","D3Publisher",0.19,0.12,0,0.03,0.33
"5450",5545,"Golden Axe: Beast Rider","X360","2008","Action","Sega",0.19,0.11,0,0.03,0.33
"5451",5546,"MySims SkyHeroes","DS","2010","Action","Electronic Arts",0.22,0.08,0,0.03,0.33
"5452",5547,"MVP Baseball 2005","GC","2005","Sports","Electronic Arts",0.25,0.07,0,0.01,0.33
"5453",5548,"Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten","DS","2007","Misc","Rocket Company",0,0,0.33,0,0.33
"5454",5549,"Carnival Games: Monkey See, Monkey Do!","X360","2011","Misc","Take-Two Interactive",0.14,0.16,0,0.03,0.33
"5455",5550,"Eternal Sonata","X360","2007","Role-Playing","Atari",0.19,0.04,0.08,0.02,0.33
"5456",5551,"DX Game of Life 2","PS","1997","Misc","Takara",0,0,0.31,0.02,0.33
"5457",5552,"EA Playground","DS","2007","Sports","Electronic Arts",0.29,0.01,0,0.03,0.33
"5458",5553,"NBA Live 96","PS","1996","Sports","Electronic Arts",0.16,0.11,0.04,0.02,0.33
"5459",5554,"Clash of the Titans","PS3","2010","Action","Namco Bandai Games",0.09,0.16,0.01,0.06,0.33
"5460",5555,"Folklore","PS3","2007","Role-Playing","Sony Computer Entertainment",0.2,0.05,0.05,0.03,0.33
"5461",5556,"Dragon Ball Z: Extreme Butoden","3DS","2015","Fighting","Namco Bandai Games",0.12,0.03,0.16,0.02,0.33
"5462",5557,"Samurai Warriors 2: Xtreme Legends (JP sales)","PS2","2007","Action","Tecmo Koei",0,0,0.33,0,0.33
"5463",5558,"Sniper Elite 3","XOne","2014","Shooter","505 Games",0.19,0.11,0,0.03,0.33
"5464",5559,"Teen Titans","GC","2006","Action","THQ",0.25,0.07,0,0.01,0.33
"5465",5560,"Dead Rising 2: Off the Record","PS3","2011","Action","Capcom",0.11,0.08,0.1,0.03,0.33
"5466",5561,"Frogger II: Threeedeep!","2600","1983","Action","Parker Bros.",0.31,0.02,0,0,0.33
"5467",5562,"Etrian Odyssey III: The Drowned City","DS","2010","Role-Playing","Atlus",0.13,0,0.19,0.01,0.33
"5468",5563,"LEGO The Lord of the Rings","PSV","2012","Action","Warner Bros. Interactive Entertainment",0.1,0.15,0,0.07,0.33
"5469",5564,"NBA Live 06","GC","2005","Sports","Electronic Arts",0.25,0.07,0,0.01,0.33
"5470",5565,"Karaoke Revolution Presents American Idol Encore 2","Wii","2008","Misc","Konami Digital Entertainment",0.3,0,0,0.02,0.33
"5471",5566,"Fireball","2600","1981","Action","Starpath Corp.",0.3,0.02,0,0,0.33
"5472",5567,"Batman: Arkham Origins","WiiU","2013","Action","Warner Bros. Interactive Entertainment",0.2,0.09,0,0.03,0.33
"5473",5568,"Discovery Kids: Puppy Playtime","DS","2009","Simulation","505 Games",0.3,0,0,0.02,0.33
